# wave A(l)/A(V) unc
2.18585e+01 3.79768e-02 1.89884e-03
2.19602e+01 3.76528e-02 1.88264e-03
2.20624e+01 3.73221e-02 1.86611e-03
2.21651e+01 3.69838e-02 1.84919e-03
2.22683e+01 3.66383e-02 1.83192e-03
2.23719e+01 3.62849e-02 1.81425e-03
2.24760e+01 3.59254e-02 1.79627e-03
2.25806e+01 3.55603e-02 1.77801e-03
2.26857e+01 3.51914e-02 1.75957e-03
2.27913e+01 3.48199e-02 1.74100e-03
2.28974e+01 3.44467e-02 1.72234e-03
2.30040e+01 3.40729e-02 1.70364e-03
2.31110e+01 3.36997e-02 1.68498e-03
2.32186e+01 3.33277e-02 1.66638e-03
2.33266e+01 3.29582e-02 1.64791e-03
2.34352e+01 3.25915e-02 1.62957e-03
2.35443e+01 3.22282e-02 1.61141e-03
2.36539e+01 3.18689e-02 1.59345e-03
2.37640e+01 3.15144e-02 1.57572e-03
2.38746e+01 3.11647e-02 1.55823e-03
2.39857e+01 3.08200e-02 1.54100e-03
2.40973e+01 3.04804e-02 1.52402e-03
2.42095e+01 3.01459e-02 1.50729e-03
2.43221e+01 2.98160e-02 1.49080e-03
2.44353e+01 2.94907e-02 1.47454e-03
2.45491e+01 2.91691e-02 1.45846e-03
2.46633e+01 2.88510e-02 1.44255e-03
2.47781e+01 2.85360e-02 1.42680e-03
2.48934e+01 2.82237e-02 1.41119e-03
2.50093e+01 2.79149e-02 1.39574e-03
2.51257e+01 2.76170e-02 1.38085e-03
2.52426e+01 2.73224e-02 1.36612e-03
2.53601e+01 2.70311e-02 1.35155e-03
2.54781e+01 2.67430e-02 1.33715e-03
2.55967e+01 2.64580e-02 1.32290e-03
2.57158e+01 2.61763e-02 1.30882e-03
2.58355e+01 2.58977e-02 1.29488e-03
2.59558e+01 2.56222e-02 1.28111e-03
2.60766e+01 2.53497e-02 1.26748e-03
2.61979e+01 2.50802e-02 1.25401e-03
2.63199e+01 2.48136e-02 1.24068e-03
2.64424e+01 2.45500e-02 1.22750e-03
2.65654e+01 2.42893e-02 1.21446e-03
2.66891e+01 2.40315e-02 1.20157e-03
2.68133e+01 2.37764e-02 1.18882e-03
2.69381e+01 2.35242e-02 1.17621e-03
2.70634e+01 2.32749e-02 1.16374e-03
2.71894e+01 2.30283e-02 1.15142e-03
2.73159e+01 2.27843e-02 1.13922e-03
2.74431e+01 2.25431e-02 1.12715e-03
2.75708e+01 2.23044e-02 1.11522e-03
2.76991e+01 2.20685e-02 1.10342e-03
2.78280e+01 2.18350e-02 1.09175e-03
2.79576e+01 2.16042e-02 1.08021e-03
2.80877e+01 2.13759e-02 1.06880e-03
2.82184e+01 2.11500e-02 1.05750e-03
2.83497e+01 2.09268e-02 1.04634e-03
2.84817e+01 2.07059e-02 1.03529e-03
2.86142e+01 2.04874e-02 1.02437e-03
2.87474e+01 2.02713e-02 1.01356e-03
2.88812e+01 2.00576e-02 1.00288e-03
2.90156e+01 1.98462e-02 9.92311e-04
2.91507e+01 1.96372e-02 9.81861e-04
2.92863e+01 1.94305e-02 9.71524e-04
2.94226e+01 1.92259e-02 9.61294e-04
2.95596e+01 1.90236e-02 9.51181e-04
2.96971e+01 1.88236e-02 9.41178e-04
2.98354e+01 1.86257e-02 9.31285e-04
2.99742e+01 1.84300e-02 9.21498e-04
